file	category	execution_evidence
sql/base/tw_world_creature_ai_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_battleground.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_display_info_addon.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_equip_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_groups.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_involvedrelation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_linking.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_linking_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_movement.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_movement_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_movement_special.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_movement_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_onkill_reputation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_questrelation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_spells.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_spells_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_creature_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_custom_character_skins.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_custom_graveyards.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_custom_merchant.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_daily_quest_timer.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_disenchant_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_dynamic_visibility_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_event_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_exploration_basexp.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_faction.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_faction_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_fishing_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event_creature.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event_creature_data.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event_gameobject.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event_mail.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_event_quest.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_graveyard_zone.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_tele.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_game_weather.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_battleground.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_display_info_addon.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_involvedrelation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_questrelation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_requirement.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gameobject_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_generic_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gm_subsurveys.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gm_surveys.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gm_ticket_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gm_tickets.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gossip_menu.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gossip_menu_option.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_gossip_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_instance_buff_removal.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_display_info.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_enchantment_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_required_target.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_item_transmogrify_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_itemextendedcost.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_area.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_broadcast_text.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_creature.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_faction.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_gameobject.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_gossip_menu_option.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_item.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_page_text.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_points_of_interest.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_quest.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_spell.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_locales_taxi_node.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_mail_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_mail_text_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_mangos_string.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_map_loot_disabled.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_map_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_migrations.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_miraclerace_checkpoint.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_miraclerace_creaturespool.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_miraclerace_gameobject.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_module_string.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_module_string_locale.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_gossip.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_text.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_trainer.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_trainer_greeting.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_trainer_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_vendor.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_npc_vendor_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_object_scaling.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_page_text.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pet_levelstats.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pet_name_generation.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pet_spell_data.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_petcreateinfo_spell.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pickpocketing_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_census.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_classlevelstats.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_factionchange_items.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_factionchange_mounts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_factionchange_quests.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_factionchange_reputations.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_factionchange_spells.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_levelstats.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_player_xp_for_level.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_playerbot.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_playercreateinfo.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_playercreateinfo_action.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_playercreateinfo_item.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_playercreateinfo_spell.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_points_of_interest.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_creature.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_creature_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_gameobject.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_gameobject_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_pool.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_pool_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_quest_cast_objective.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_quest_end_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_quest_greeting.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_quest_start_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_quest_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_reference_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_reputation_reward_rate.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_reputation_spillover_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_reserved_name.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_script_escort_data.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_script_texts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_script_waypoint.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_scripted_areatrigger.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_scripted_event_id.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_shop_categories.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_shop_items.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_skill_fishing_base_level.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_skill_line_ability.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_skill_race_class_info_mod.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_skinning_loot_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_sound_entries.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_affect.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_area.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_chain.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_check.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_disabled.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_effect_mod.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_elixir.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_enchant_charges.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_group.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_group_stack_rules.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_learn_spell.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_mod.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_pet_auras.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_proc_event.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_proc_item_enchant.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_script_target.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_scripts.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_target_position.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_template.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_spell_threat.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_taxi_nodes.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_taxi_path_transitions.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_transports.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_variables.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_warden_checks.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_warden_scans.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/base/tw_world_world_safe_locs_facing.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/character_updates/20260708055500_ai_playerbot_random_bots_index.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/character_updates/20260731160000_guild_bank_money_unsigned.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/character_updates/20260812142512_character_inventory_copy.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/create_databases.sql	other merged SQL not executed in this session	historical/base/auth/character/other; filename alone does not prove live DB needs it
sql/custom_upgrade_118/00_preflight.sql	reviewed custom migration	read-only preflight
sql/custom_upgrade_118/01_logon_additions.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/02_character_additions.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/03_character_pvp_currency.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/04_character_bot_additions.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/10_world_missing_tables.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/11_world_patch_tables.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/12_world_spell_script_name.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/13_world_playerbot_dependencies.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/14_world_transmog_dialogue.sql	reviewed custom migration	executed in this session
sql/custom_upgrade_118/15_world_mobile_mailbox.sql	reviewed custom migration	executed in this session
sql/database_updates/20260606120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260611110845_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260617120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
sql/database_updates/20260618120000_world.sql	world candidate not imported as original	some structure/data covered by custom 10-13; remaining content needs row comparison
